Ref. Publication date [year:mm:dd],Substrate,Electrode,TL1-front,TL2-front,TL3-front,,TL4-back,TL5-back,TL6-back,TL7-back,Electrode2,Cell. Area. Measured [cm^2],Cell. Architecture [nip/pin/ É],Module [TRUE/FALSE],Perovskite. Composition. A-ions [Ion.1; Ion.2; É | Ion.3; É | ...],Perovskite. Composition. B-ions [Ion.1; Ion.2; É | Ion.3; É | ...],Perovskite. Composition. C-ions [Ion.1; Ion.2; É | Ion.3; É | ...],Perovskite. Composition. C-ions. Coefficients [Cof.1; Cof.2; É | Cof.3; É | ...],Perovskite. Additives. Compounds [Addt.1; Addt.2; ... | Addt.3; É | Addt.4 | ... ],Perovskite. Band gap [Eg.1 | Eg.2 | ...] [eV],Perovskite. Deposition. Number of deposition steps,Perovskite. Deposition. Procedure [Proc. 1 >> Proc. 2 >> ... | Proc. 3 >> É | Proc. 4 | ... ],Perovskite. Deposition. Solvents [Sol.1; Sol.2 >> Sol.3; ... >> ... | Sol.4 >> É | Sol.5 | ... ],Perovskite. Deposition. Solvents. Mixing ratios [V1; V2 >> V3; V4 >> ... | V5; V6 >> É | 1 | ... ],Perovskite. Deposition. Quenching media [Sol.1; Sol.2; É],Encapsulation [TRUE/FALSE],Encapsulation. Stack sequence [Mat.1; Mat.2; ... | Mat.3; ... | Mat.4 | ...],Encapsulation. Edge sealing materials [Mat.1; Mat.2; ... ],JV. Reverse scan. PCE [%] ,JV. Forward scan. PCE [%] ,Stability. Measured [TRUE/FALSE],Stability. Protocol [ISOS x/IEC x/ É] ,Stability. Light source. Type [Dark/White LED/Metal halide/ ...],Stability. Light. UV filter [TRUE/FALSE],Stability. Potential bias. Load condition [Open circuit/MPPT/Constant potential/ É],Stability. Temperature. Range [T.min; T.max] or [T.constant] [deg. C],Stability. Atmosphere [Gas1; Gas2; ...],Stability. Relative humidity. Average value [%],Stability. Time. Total exposure [h],Stability. PCE. Burn in observed [TRUE/FALSE],Stability. PCE. End of experiment [% of initial PCE],Stability. PCE. T80 [h],Stability. PCE. Ts80 [h],Stability. PCE. After 1000 h [% of initial PCE]
2019-10-08 00:00:00,SLG , ITO , PTAA ,,, Perovskite , PCBM-60 , BCP ,,, Ag,0.057,pin,FALSE,MA,Pb,I,3,APPA,1.6,2,Spin-coating >> Spin-coating,DMF >> Ethanol,1 >> 1,Unknown,FALSE,Unknown,Unknown,18.52,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,60,2160,FALSE,80.1,2160,,
2017-02-27 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.16,nip-mp,FALSE,FA; MA,Pb,Br; I,0.45; 2.55,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,,,TRUE,ISOS-D-2,Dark,FALSE,Open circuit,65.0; 65.0,Air,40,2640,FALSE,75.3,2060,,
2018-08-11 00:00:00,SLG , FTO , TiO2-c , ZrO2-mp , TiO2-mp , Perovskite ,,,,, Carbon,0.1,nip-mp-carbon,FALSE,MA,Pb,I,3,5-AVAI,1.6,1,Drop-infiltration,GBL,1,Unknown,FALSE,Unknown,Unknown,10.32,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,,2688,FALSE,75.51,2000,,
2018-07-02 00:00:00,SLG , ITO , PolyTPD ,,, Perovskite , PCBM-60 , Bphen ,,, Ag,0.0256,pin,FALSE,MA,Pb,I,3,,1.58,1,Spin-coating,Acetonitrile; Methylamine,,Unknown,TRUE,PVP | UV-Epoxy | SLG,Unknown,13.14,,TRUE,ISOS-L-1,Xenon,FALSE,Open circuit,42.0; 42.0,Air,38,1500,FALSE,91.4,2000,,
2019/07/01 00:00:00,SLG , ITO , SnO2-np ,,, Perovskite ,,,,, Carbon,0.08,nip,FALSE,FA; MA,Pb,Br; I,0.13; 2.83,Unknown,nan,2,Spin-coating >> Spin-coating,DMF; DMSO >> DMF; IPA,9;1 >> 1;100,Unknown,FALSE,Unknown,Unknown,,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,,3024,FALSE,18.3,1850,,93
2018-03-09,SLG , FTO , TiO2-c , TiO2-mp , ZrO2-mp , Perovskite,,,,, Carbon ,0.07,nip-mp-carbon,FALSE,MA,Pb,I,3,nan,nan,1,Drop-infiltration,GBL,1,Unknown,FALSE,Unknown,Unknown,6.3,,TRUE,ISOS-L-2,Solar simulator,FALSE,Open circuit,25; 25,Ambient,,1920,FALSE,79,1824,,95
2018-03-09,SLG , FTO , TiO2-c , TiO2-mp , ZrO2-mp , Perovskite,,,,, Carbon ,0.07,nip-mp-carbon,FALSE,MA,Pb,I,3,PEAI,nan,1,Drop-infiltration,GBL,1,Unknown,FALSE,Unknown,Unknown,6.3,,TRUE,ISOS-L-2,Solar simulator,FALSE,Open circuit,25; 25,Ambient,,1920,FALSE,79,1824,,95
2019-10-26 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip-mp,FALSE,FA; MA,Pb,I,3,,,1,Spin-coating,DMF; DMSO,1; 4,Chlorobenzene,FALSE,Unknown,Unknown,20.8,20.14,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,40,1920,FALSE,72,1795,,96
2019-02-28 00:00:00,SLG , ITO , SnO2-np ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.1,nip,FALSE,Cs; FA; MA,Pb,Br; I,0.12; 2.88,,,2,Spin-coating >> Spin-coating,DMF; DMSO >> IPA,9; 1 >> 1,Unknown,FALSE,Unknown,Unknown,,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,20; 40,Air,35,2239,FALSE,70.55,1794,,86.59414407
2019-06-25 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,3.8,nip-mp,TRUE,MA,Pb,I,3,,1.59,2,Doctor blading >> CBD,DMF >> IPA,1 >> 1,Unknown,TRUE,Kapton tape | Glass,UV-curable epoxy,14.7,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,Dry air,,10000,TRUE,70,1780,,83
2016-12-01 00:00:00,SLG , FTO , SnO2-np , C60 ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.0919,nip,FALSE,Cs; FA,Pb,Br; I,1.2; 1.8,,,1,Spin-coating,DMF,1,Unknown,TRUE,Hot melt polymer foil (Oxford PV) | Cover glass,Unknown,13.4,,TRUE,ISOS-L-1,Xenon,FALSE,Open circuit,53.0; 53.0,Air,55,2000,FALSE,70,1775,258,
2018-09-13 00:00:00,SLG , FTO , TiO2-c , ZrO2-mp , TiO2-mp , Perovskite ,,,,, Carbon,0.25,nip-mp-carbon,FALSE,Cs,Pb,Br,3,,,2,Dropcasting >> CBD,DMF >> Methanol,1 >> 1,Unknown,FALSE,Unknown,Unknown,,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,,1950,FALSE,78,1775,,90
2017-02-27 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.16,nip-mp,FALSE,FA; MA,Pb,Br; I,0.45; 2.55,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,40,2640,FALSE,73,1716,,
2017-12-06 00:00:00,SLG , FTO , SnO2-np ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.16,nip,FALSE,FA; MA,Pb,Br; I,0.45; 2.55,,,1,Spin-coating,DMF; DMSO,4; 1,Ethyl acetate,FALSE,Unknown,Unknown,17.46,17.35,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,30,2160,FALSE,70,1702,,
2016-02-10 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 ,,,, Ag ,0.1,pin,FALSE,MA,Pb,I,3,Cl,1.6,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,7.2,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,Ar,0,1680,FALSE,80,1680,,81
2015-08-12 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 , PCBC , LiF ,, Al,0.4,pin,FALSE,MA,Pb,I,3,Cl,1.6,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,15.23,14.93,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,0,1680,FALSE,80,1680,,
2017-04-20,SLG , ITO , Graphene oxide ,,, Perovskite , C60 , BCP ,,, Au,0.1,pin,FALSE,MA,Pb,I,3,Undoped,1.6,2,Spin-coating >> Spin-coating,DMF >> IPA,1 >> 1,Unknown,TRUE,Unknown,Unknown,16.5,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,nan; nan,Air,60,1920,FALSE,76,1670,,86
2018-09-13 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 , BCP ,,, Ag,0.045,pin,FALSE,MA,Pb,I,3,,1.59,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,14.8,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,30,3750,TRUE,65,1600,,90
2019-02-27,SLG , FTO , TiO2-c , TiO2-mp , ZrO2-mp , Perovskite , NiO-np ,,,, Carbon,0.8,nip-mp,FALSE,MA,Pb,I,3,AVAI,1.5,1,Drop-infiltration,GBL,1,Unknown,FALSE,Unknown,Unknown,10.49,10.53,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25; 25,Air,65,6000,TRUE,72,1600,,82
2019-07-21 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,1,nip-mp,FALSE,Cs; FA; MA,Pb,Br; I,0.51; 2.49,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,18.1,17.4,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,Unknown,,1680,FALSE,79,1600,,
2016-12-27,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,6.32,nip-mp,TRUE,MA,Pb,I,3,nan,1.6,2,Spin-coating >> CBD,DMF >> IPA,1 >> 1,Unknown,TRUE,Kapton | Ligh-curated glue | SLG,Light-curated glue,11.6,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Ambient,,1600,FALSE,80,1600,,98
2019-06-13 00:00:00,SLG , ITO , SnO2-np ,,, Perovskite , Spiro-MeOTAD , MoO3 ,,, Ag,0.1,nip,FALSE,FA; MA,Pb,I,3,Undoped,,2,Spin-coating >> Spin-coating,DMF >> IPA,1 >> 1,Unknown,FALSE,Unknown,Unknown,19.16,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,,1600,FALSE,80,1600,,
2017-12-20 00:00:00,SLG , ITO , C60 ,,, Perovskite , P3HT, SWCNTs ,,,,0.1,nip,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,8.9; 1,Diethyl ether,TRUE,SLG,UV-curable epoxy,13.6,,TRUE,ISOS-L-1,Light,FALSE,Open circuit,20.0; 20.0,Air,15,2200,FALSE,74,1582,,88.7
2017-08-01 00:00:00,SLG , FTO , SnO2-c ,,, Perovskite , Spiro-MeOTAD:P3HT ,,,, Au,0.09,nip,FALSE,FA; MA,Pb,Br; I,0.45; 2.55,,,1,Spin-coating,DMF; DMSO,4; 1,Toluene,FALSE,Unknown,Unknown,18.9,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,30,1560,FALSE,80,1560,,
2018-10-08 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.16,nip-mp,FALSE,FA; MA,Pb,Br; I,0.5; 2.5,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,18.9,19.3,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,15,3500,FALSE,33,1500,,
2018-10-08 00:00:00,SLG , ITO , PCBM-60 ,,, Perovskite , P3HT ,,,, Au,0.38,nip,FALSE,FA; MA,Pb,I,3,TBP,,2,Spin-coating >> Spin-coating,DMF >> IPA,1 >> 1,Unknown,FALSE,Unknown,Unknown,2.03,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,40,1848,FALSE,57,1500,,100
2017-10-09 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , P(NDI2OD-T2) ,,,, Ag,1.2,pin,FALSE,MA,Pb,I,3,,1.6,3,Spin-coating >> Spin-coating >> Spin-coating,DMF >> IPA >> DMF; IPA,1 >> 1 >> 70; 1000,Unknown,TRUE,Al2O3,Unknown,17.13,,TRUE,ISOS-L-1,Light,FALSE,MPPT,30.0; 30.0,Air,65,1500,FALSE,80,1500,,
2019-11-21 00:00:00,SLG , ITO , PTAA ,,, Perovskite , PCBM-60 ,,,, Ag,0.065,pin,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,20.05,20.05,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,35,1500,FALSE,80,1500,,90
2019-10-08 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , P3HT ,,,, Au,1,nip-mp,FALSE,Cs; FA; MA,Pb,Br; I,0.3; 2.9,,,1,Spin-coating,DMF; DMSO,,Chlorobenzene,FALSE,Unknown,Unknown,16.29,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,60,1500,FALSE,80,1500,,88
2018-11-19 00:00:00,SLG , ITO , SnO2-np ,,, Perovskite , PTQ10 , PTAA ,,, Ag,0.1,nip,FALSE,FA; MA,Pb,Br; I,0.1; 2.9,Cl,1.52,2,Spin-coating >> Spin-coating,DMF; DMSO >> IPA,97; 7 >> 1,Unknown,FALSE,Unknown,Unknown,21.21,20.58,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,40,1500,FALSE,80,1500,,
2018-08-29 00:00:00,SLG , FTO , NiO-c ,,, Perovskite , PCBM-60 , BCP ,,, Ag,0.1,pin,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,7; 3,Toluene,FALSE,Unknown,Unknown,15.7,15.6,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,20.0; 20.0,Air,25,1500,FALSE,80.3,1500,,
2018-11-10 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 , LiF ,,, Al,0.05,pin,FALSE,(PEA); MA,Pb,I,19,Cl,1.6,1,Spin-coating,Methylammonium acetate,1,Unknown,FALSE,Unknown,Unknown,9.32,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,55,1464,TRUE,80,1464,,
2018-11-10 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 , LiF ,,, Al,0.05,pin,FALSE,(PEA); MA,Pb,I,19,Cl,1.6,1,Spin-coating,Methylammonium acetate,1,Unknown,FALSE,Unknown,Unknown,12.78,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,55,1464,TRUE,80,1464,,
2019-07-30 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite ,,,,, Carbon,0.1,nip-mp-carbon,FALSE,Cs,Pb,Br,3,,,2,Spin-coating >> Evaporation,DMF >> none,1 >> 1,Unknown,FALSE,Unknown,Unknown,8.16,,TRUE,ISOS_D_3,Dark,FALSE,Open circuit,85.0; 85.0,Air,80,2400,FALSE,63,1440,,92
2018-10-16 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , C60 , BCP ,,, Ag,1,pin,FALSE,MA,Pb,I,3,,1.6,1,Ultrasonic spray,DMSO; GBL,1; 1,Unknown,FALSE,Unknown,Unknown,12.3,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,40,2520,FALSE,65,1440,,90
2019-07-16 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite ,,,,, Carbon,0.0612,nip-mp-carbon,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,11.88,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,15,1680,FALSE,78,1440,,86
2019-03-30 00:00:00,SLG , ITO , SnO2-np ,,, Perovskite , Spiro-MeOTAD ,,,, Ag,0.075,nip,FALSE,Cs,Pb,Br; I,1; 2,,,1,Spin-coating,DMSO,1,Unknown,FALSE,Unknown,Unknown,11.2,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,0,1440,FALSE,80,1440,,
2018-03-23 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , FU7 ,,,, Au,0.107,nip-mp,FALSE,MA,Pb,I,3,,1.59,1,Spin-coating,DMF; DMSO,10; 1,Diethyl ether,FALSE,Unknown,Unknown,13.7,11.4,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,0,1440,TRUE,80,1440,,
2020-01-13 00:00:00,SLG , ITO , SnO2-np ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip,FALSE,FA; MA,Ge; Pb,Br; I,0.3; 2.7,Cl,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,21.27,19.6,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,40,1440,FALSE,80,1440,,
2017-03-14 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip,FALSE,Cs; FA; MA,Pb,Br; I,0.45; 2.5,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,18.91,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,,1440,FALSE,80,1440,,87.3
2017-10-17 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.0625,nip-mp,FALSE,(TBA); MA,Pb,I,3,,,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,8.85,8.25,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,Unknown,,1440,FALSE,80,1440,,
2019-09-02 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip-mp,FALSE,EA; MA,Pb,I,10,EAI,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,10.26,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,50,1440,FALSE,80,1440,,90
2019-09-02 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip-mp,FALSE,BA; MA,Pb,I,16,BAI,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,11.28,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,50,1440,FALSE,80,1440,,93
2019-02-14 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.1,nip-mp,FALSE,FA; MA,Pb,Br; I,0.45; 2.55,ABS,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,20.62,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,30,1440,FALSE,80,1440,,
2016-07-26 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip-mp,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,2; 8,Acetonitrile; Chlorobenzene,FALSE,Unknown,Unknown,18.25,16.9,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,,1440,FALSE,80,1440,,
2019-05-16 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite ,,,,, Carbon,0.68,nip-mp-carbon,FALSE,MA | MA,Pb | Pb,I | Br,3 | 3,,,2,Spin-coating >> Spin-coating,DMF; DMSO >> IPA,4; 1 >> 1,Unknown,FALSE,Unknown,Unknown,16.2,16.1,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,23.0; 23.0,Air,30,1440,FALSE,80,1440,,
2017-03-14 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip,FALSE,Cs; FA; MA,Pb,Br; I,0.45; 2.5,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,19.21,18.43,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,,1440,FALSE,90,1440,,92.5
2016-10-24 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip-mp,FALSE,FA; MA,Pb,Br; I,0.45; 2.55,,,1,Spin-coating,DMF; DMSO,2; 8,Chlorobenzene,FALSE,Unknown,Unknown,,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,Dry air,,2160,FALSE,68,1435,,84.6
2016-11-10,SLG , ITO , Graphene oxide ,,, Perovskite , PCBM-60 , BCP ,,, Ag,0.046,pin,FALSE,MA,Pb,I,3,Undoped,nan,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,,9.06,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,nan; nan,Unknown,,8600,FALSE,30,1400,,82
2017-12-26 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.066,nip,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,7; 3,Chlorobenzene,FALSE,Unknown,Unknown,17.13,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,55,1400,FALSE,80,1400,,
2019-09-25 00:00:00,SLG , FTO , TiO2-c , SnO2-np ,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip,FALSE,MA,Pb,I,3,,1.6,1,Spin-coating,DMF; DMSO,4; 1,Ethyl acetate,FALSE,Unknown,Unknown,15.14,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,35,1400,FALSE,80,1400,,85
2019-05-02 00:00:00,SLG , ITO , MoO3 , PEDOT:PSS ,, Perovskite , PCBM-60 , BCP ,,, Ag,0.1058,pin,FALSE,BA; Cs; FA; MA,Pb,I,13,,1.59,1,Spin-coating,DMSO; GBL,7; 3,Unknown,FALSE,Unknown,Unknown,13.72,,TRUE,ISOS-D-2I,Dark,FALSE,Open circuit,85.0; 85.0,N2,0,1400,FALSE,80,1400,,
2018-10-08 00:00:00,SLG , ITO , ZnO-np , PCBM-60 ,, Perovskite , P3HT ,,,, Au,0.38,nip,FALSE,FA; MA,Pb,I,3,TBP,,2,Spin-coating >> Spin-coating,DMF >> IPA,1 >> 1,Unknown,FALSE,Unknown,Unknown,4.32,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,40,1848,FALSE,0,1350,,110
2018-02-07 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , asy-PBTBDT ,,,, Au,0.09,nip-mp,FALSE,Cs; FA; MA,Pb,Br; I,0.45; 2.55,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,18.4,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,60,1800,FALSE,70,1350,,96
2020-05-28,SLG , FTO , NiO ,,, Perovskite , PCBM-60 , PEI ,,, Ag,0.09,pin,FALSE,Aa; MA,Pb,I,3,Undoped,nan,1,Spin-coating,DMSO; GBL,3; 7,Unknown,TRUE,Cover glass-QDs,UV-curable epoxy,20.68,20,TRUE,ISOS-D-3,Dark,FALSE,Open circuit,85; 85,Air,85,1400,FALSE,80,1350,,
2020-04-27,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.055,nip,FALSE,Cs; FA; MA,Pb,Br; I,0.45; 2.55,Undoped,nan,1,Spin-coating,DMF; DMSO,7; 3,Chlorobenzene,FALSE,Unknown,Unknown,18.24,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25; 25,Air,,2880,FALSE,44,1320,,
2017-07-11,SLG , ITO , MoS2 ,,, Perovskite , C60 , BCP ,,, Al,0.0757,pin,FALSE,MA,Pb,I,3,PbCl2,1.6,1,Spin-coating,DMF,1,Chlorobenzene,FALSE,Unknown,Unknown,14.35,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,,1344,FALSE,78,1320,,
2018-09-13 00:00:00,SLG , ITO , PEDOT:PSS ,,, Perovskite , PCBM-60 , BCP ,,, Ag,0.045,pin,FALSE,MA,Pb,I,3,,1.59,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,15,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,30,3750,TRUE,53,1300,,82
2016-02-03 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.049,nip,FALSE,(PEA); MA,Pb,I,121,,,1,Spin-coating,DMF,1,Unknown,FALSE,Unknown,Unknown,18.24,,TRUE,ISOS-D-1I,Dark,FALSE,Open circuit,25.0; 25.0,N2,0,1440,FALSE,75.6,1295.206612,,84.19838524
2017/08/15 00:00:00,SLG , FTO , TiO2-c ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip,FALSE,BA; MA,Pb,I,13,Unknown,1.62,1,Spin-coating,DMF; DMSO,3; 7,Unknown,FALSE,Unknown,Unknown,,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,30,1416,FALSE,76,1260,,84
2019-11-17 00:00:00,SLG , FTO , SnO2-np ,,, Perovskite , Spiro-MeOTAD ,,,, Au,0.09,nip,FALSE,MA,Pb,I,3,FABr,1.6,2,Spin-coating >> Spin-coating,DMF; DMSO >> IPA,4; 1 >> 1,Chlorobenzene,FALSE,Unknown,Unknown,20.08,20.08,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,25,1248,FALSE,80,1248,,90
2018-02-07 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , asy-PBTBDT ,,,, Au,0.09,nip-mp,FALSE,Cs; FA; MA,Pb,Br; I,0.45; 2.55,,,1,Spin-coating,DMF; DMSO,4; 1,Chlorobenzene,FALSE,Unknown,Unknown,16.8,,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,60,1800,FALSE,57,1200,,89
2018-08-20 00:00:00,SLG , FTO , TiO2-c , TiO2-mp ,, Perovskite , Co-porphyrins ,,,, Au,0.1,nip-mp,FALSE,MA,Pb,I,3,Undoped,1.56,1,Spin-coating,DMF; DMSO,,Diethyl ether,FALSE,Unknown,Unknown,19.01,17.35,TRUE,ISOS-D-1,Dark,FALSE,Open circuit,25.0; 25.0,Air,45,2000,FALSE,60,1200,,85
